,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCES,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUN,AVG WORD LENGTH
0,37.0,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,76,34,0.38181817834710746,0.06001091104200168,26.12987012987013,0.30119284294234594,10.572425189124992,26.12987012987013,606,2012,1.859840954274354,39,5.1600397614314115
1,38.0,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,71,38,0.3027522908004377,0.07486263731122071,20.525,0.19549330085261876,8.288197320341046,20.525,321,1642,1.5426309378806333,37,4.302679658952497
2,39.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,74,38,0.3214285685586735,0.06447898672165861,22.55294117647059,0.27908189880020867,9.13280923010832,22.55294117647059,535,1917,1.8111632759520084,31,4.912363067292644
3,40.0,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,84,28,0.49999999553571434,0.06714628293336554,19.28421052631579,0.19978165938864628,7.793596874281774,19.28421052631579,366,1832,1.5813318777292575,74,4.4284934497816595
4,41.0,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,69,28,0.42268040801360407,0.053150684902383186,25.050632911392405,0.21020717534108135,10.104336034693397,25.050632911392405,416,1979,1.6437594744820616,36,4.612935826174835
5,42.0,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,54,23,0.40259739736886496,0.05703703699478738,23.296875,0.21260898725687458,9.40379359490275,23.296875,317,1491,1.625083836351442,17,4.498993963782696
6,43.0,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,28,12,0.39999999000000025,0.052840158450673504,18.68888888888889,0.2140309155766944,7.561167921786233,18.68888888888889,180,841,1.6302021403091558,14,4.564803804994055
8,45.0,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,43,13,0.5357142761479594,0.07378129107538697,22.805555555555557,0.19366626065773446,9.199688726485318,22.805555555555557,159,821,1.5712545676004872,11,4.381242387332521
9,46.0,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,81,41,0.32786884977156683,0.054464285689971303,29.82716049382716,0.21978476821192053,12.018778104815633,29.82716049382716,531,2416,1.6519039735099337,87,4.508278145695364
10,47.0,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,61,65,-0.03174603149407912,0.057931034456123666,23.048076923076923,0.2165206508135169,9.305839029556177,23.048076923076923,519,2397,1.5811430955360868,32,4.408427200667501
11,48.0,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,46,22,0.3529411712802769,0.05643153522287839,22.551724137931036,0.2851681957186544,9.134756933459876,22.551724137931036,373,1308,1.8876146788990826,15,5.109327217125382
12,49.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,42,28,0.19999999714285718,0.054137664304611234,17.414634146341463,0.21708683473389356,7.052688392430143,17.414634146341463,310,1428,1.5875350140056022,38,4.46078431372549
13,50.0,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,73,24,0.5051546339674781,0.055396916016335285,29.253968253968253,0.20727075420510038,11.784495603269342,29.253968253968253,382,1843,1.6554530656538253,55,4.580032555615844
14,51.0,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,83,24,0.5514018640055901,0.06246351426592906,22.53012048192771,0.2288770053475936,9.103598994910122,22.53012048192771,428,1870,1.6529411764705881,63,4.603208556149733
15,52.0,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,28,0,0.9999999642857155,0.05490196067666282,25.636363636363637,0.2765957446808511,10.365183752417796,25.636363636363637,156,564,1.8315602836879432,11,4.975177304964539
16,53.0,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,100,39,0.4388489177061229,0.07429182251507652,210.55555555555554,0.21688654353562006,84.30897683963647,210.55555555555554,411,1895,1.7065963060686016,32,4.5973614775725595
17,54.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,34,0,0.9999999705882362,0.03480040938096171,19.285714285714285,0.26666666666666666,7.820952380952381,19.285714285714285,288,1080,1.7333333333333334,11,4.708333333333333
18,55.0,https://insights.blackcoffer.com/evolution-of-advertising-industry/,15,6,0.4285714081632663,0.0287277701385393,20.073170731707318,0.2733900364520049,8.13862430726373,20.073170731707318,225,823,1.7642770352369381,4,4.93681652490887
19,56.0,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5,4,0.11111109876543349,0.027950310472204004,29.416666666666668,0.2521246458923513,11.867516525023609,29.416666666666668,89,353,1.728045325779037,6,4.932011331444759
21,58.0,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,35,67,-0.3137254871203384,0.07264957259782794,27.303571428571427,0.23675604970569,11.016130991310847,27.303571428571427,362,1529,1.7272727272727273,10,4.701765860039242
22,59.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,21,15,0.16666666203703717,0.048979591770095796,27.655172413793103,0.2057356608478803,11.144363229856395,27.655172413793103,165,802,1.5972568578553616,22,4.5785536159601
23,60.0,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,72,38,0.3090909062809918,0.05572441739831589,19.63063063063063,0.1964203763194126,7.930820402780018,19.63063063063063,428,2179,1.6163377696190913,35,4.426801284993116
24,61.0,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,53,3,0.8928571269132657,0.08175182469817252,17.386363636363637,0.24313725490196078,7.051800356506239,17.386363636363637,186,765,1.6522875816993463,11,4.626143790849674
25,62.0,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,9,1,0.7999999200000081,0.025510204016555602,24.705882352941178,0.20476190476190476,9.964257703081234,24.705882352941178,86,420,1.707142857142857,3,4.580952380952381
26,63.0,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,35,9,0.5909090774793392,0.037256562203847106,26.20408163265306,0.21105919003115264,10.566056329073687,26.20408163265306,271,1284,1.574766355140187,27,4.423676012461059
27,64.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,28,8,0.5555555401234572,0.056426332199958726,29.0,0.27011494252873564,11.708045977011494,29.0,188,696,1.8017241379310345,16,4.962643678160919
28,65.0,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,19,8,0.4074073923182447,0.06852791860779717,15.714285714285714,0.21363636363636362,6.371168831168831,15.714285714285714,94,440,1.7272727272727273,6,4.6477272727272725
29,66.0,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6,0,0.9999998333333611,0.03658536563057704,16.545454545454547,0.24175824175824176,6.714885114885115,16.545454545454547,44,182,1.7032967032967032,7,4.928571428571429
30,67.0,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,27,36,-0.1428571405895692,0.07394366188504264,16.964285714285715,0.1631578947368421,6.850977443609023,16.964285714285715,155,950,1.523157894736842,11,4.1557894736842105
31,68.0,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,11,2,0.6923076390532585,0.07142857103610675,20.3,0.1921182266009852,8.196847290640395,20.3,39,203,1.6108374384236452,4,4.330049261083744
32,69.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,52,19,0.46478872584804615,0.059563758339292144,21.983333333333334,0.3032600454890068,8.914637351528937,21.983333333333334,400,1319,1.8802122820318423,20,5.089461713419257
33,70.0,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,14,17,-0.09677419042663901,0.05545617163603547,29.65,0.23946037099494097,11.955784148397976,29.65,142,593,1.6458684654300169,10,4.63575042158516
34,71.0,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,24,36,-0.19999999666666674,0.055452865013444666,22.568627450980394,0.1989574283231972,9.107033951721437,22.568627450980394,229,1151,1.6516072980017376,11,4.535186794092094
35,72.0,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,31,48,-0.2151898706937991,0.04433221097399988,26.716216216216218,0.24835609509357612,10.78582892452392,26.716216216216218,491,1977,1.7567020738492665,16,4.790591805766312
36,73.0,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,57,23,0.4249999946875001,0.04486819963832406,27.681159420289855,0.18167539267015706,11.145133925184005,27.681159420289855,347,1910,1.6198952879581152,13,4.4319371727748695
37,74.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,48,25,0.31506848883467825,0.049092131775997215,20.365853658536587,0.19041916167664671,8.222509128085294,20.365853658536587,318,1670,1.5598802395209581,15,4.344311377245509
38,75.0,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,28,7,0.5999999828571434,0.038674033106437536,16.06451612903226,0.1857429718875502,6.500103640367924,16.06451612903226,185,996,1.498995983935743,10,4.164658634538153
39,76.0,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,50,8,0.7241379185493463,0.03903095555919855,24.861538461538462,0.17636138613861385,10.01515993907083,24.861538461538462,285,1616,1.4777227722772277,14,4.097153465346534
40,77.0,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,36,6,0.714285697278912,0.08641975290860134,32.9375,0.2144212523719165,13.260768500948766,32.9375,113,527,1.6470588235294117,3,4.2637571157495255
41,78.0,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,48,16,0.49999999218750013,0.03878787876437098,25.728571428571428,0.24708495280399778,10.39026255255017,25.728571428571428,445,1801,1.6957245974458635,56,4.663520266518601
42,79.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,34,73,-0.3644859779020002,0.10209923654379843,15.077922077922079,0.1937984496124031,6.108688211013793,15.077922077922079,225,1161,1.5710594315245479,17,4.19724375538329
43,80.0,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,65,22,0.49425286788215095,0.07442258334095586,16.727272727272727,0.1374223602484472,6.74587803500847,16.727272727272727,177,1288,1.4526397515527951,10,4.083074534161491
44,81.0,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,27,44,-0.23943661634596317,0.05643879168804547,28.543478260869566,0.16907844630616908,11.485022682870294,28.543478260869566,222,1313,1.5392231530845393,30,4.589489718202589
45,82.0,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,38,26,0.18749999707031256,0.04191224620699918,20.21951219512195,0.22738238841978287,8.178757833416695,20.21951219512195,377,1658,1.6731001206272618,18,4.638118214716526
46,83.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,35,81,-0.3965517207193817,0.10564663014057683,15.39240506329114,0.20148026315789475,6.237554130579614,15.39240506329114,245,1216,1.589638157894737,17,4.245065789473684
47,84.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,53,31,0.2619047587868481,0.051188299785991286,32.074074074074076,0.1928406466512702,12.906765888290138,32.074074074074076,334,1732,1.581986143187067,23,4.464780600461894
48,85.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,24,13,0.2972972892622354,0.04665825971417622,36.65217391304348,0.20521945432977462,14.7429573469493,36.65217391304348,173,843,1.7093712930011862,11,4.794780545670226
49,86.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,40,24,0.24999999609375007,0.05203252028290038,35.83783783783784,0.22850678733031674,14.426537850067263,35.83783783783784,303,1326,1.7518853695324283,17,4.939668174962293
50,87.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,41,52,-0.1182795686206498,0.05230596172536222,26.34246575342466,0.2267290691627665,10.62767792903497,26.34246575342466,436,1923,1.6822672906916276,22,4.633385335413417
51,88.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,38,11,0.5510203969179511,0.013315217387686082,20.38974358974359,0.16675050301810865,8.222597637104679,20.38974358974359,663,3976,1.3918511066398391,66,4.361670020120724
52,89.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,38,52,-0.15555555382716052,0.049861495817251245,23.44578313253012,0.2132579650565262,9.46361643903466,23.44578313253012,415,1946,1.6880781089414183,27,4.629496402877698
53,90.0,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,30,67,-0.3814432950366671,0.06217948713962853,28.183333333333334,0.29509166173861623,11.39136999802878,28.183333333333334,499,1691,1.8326434062684802,25,5.014192785334122
54,91.0,https://insights.blackcoffer.com/human-rights-outlook/,5,3,0.24999996875000394,0.0467836254574057,20.88888888888889,0.17553191489361702,8.425768321513003,20.88888888888889,33,188,1.574468085106383,2,4.303191489361702
55,92.0,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,43,4,0.8297872163875061,0.044507575715428425,26.204545454545453,0.20034692107545535,10.561956950248364,26.204545454545453,231,1153,1.5273200346921076,8,4.245446660884649
56,93.0,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,49,33,0.19512194883997624,0.044204851728191455,16.933333333333334,0.19832677165354332,6.8526640419947515,16.933333333333334,403,2032,1.6505905511811023,22,4.518208661417323
57,94.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,57,14,0.6056337942868479,0.038295577109872934,21.5531914893617,0.23050345508390918,8.713477977778245,21.5531914893617,467,2026,1.6204343534057255,24,4.522704837117473
58,95.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,37,32,0.07246376706574251,0.06330275223550205,25.425531914893618,0.2108786610878661,10.254564230392594,25.425531914893618,252,1195,1.6535564853556486,17,4.5849372384937235
59,96.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,19,44,-0.3968253905265811,0.03385276731120217,32.12903225806452,0.22439759036144577,12.941371939370388,32.12903225806452,447,1992,1.6531124497991967,46,4.852409638554217
60,97.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,20,42,-0.35483870395421446,0.06256306754534503,21.03846153846154,0.20840950639853748,8.498748417944032,21.03846153846154,228,1094,1.639853747714808,11,4.562157221206581
61,98.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,43,47,-0.04444444395061729,0.07340946160407058,18.243243243243242,0.20592592592592593,7.379667667667667,18.243243243243242,278,1350,1.6585185185185185,13,4.417777777777777
62,99.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,29,28,0.017543859341335802,0.05135135130508887,30.842105263157894,0.23122866894197952,12.429333572839951,30.842105263157894,271,1172,1.7329351535836177,16,4.724402730375426
63,100.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,25,46,-0.2957746437214839,0.0524372230041084,24.8135593220339,0.2226775956284153,10.014494767064926,24.8135593220339,326,1464,1.6127049180327868,54,4.698087431693989
64,101.0,https://insights.blackcoffer.com/travel-and-tourism-outlook/,6,3,0.33333329629630043,0.046153845917159764,19.272727272727273,0.1509433962264151,7.769468267581477,19.272727272727273,32,212,1.4764150943396226,2,4.127358490566038
65,102.0,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,30,45,-0.19999999733333337,0.06550218334890638,20.65,0.17998385794995964,8.331993543179983,20.65,223,1239,1.5609362389023407,15,4.378531073446328
66,103.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,13,25,-0.31578946537396146,0.057401812602112065,20.742857142857144,0.18732782369146006,8.372073986619442,20.742857142857144,136,726,1.522038567493113,15,4.479338842975206
67,104.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,30,57,-0.310344824019025,0.07585004352585,24.3,0.23786008230452674,9.815144032921811,24.3,289,1215,1.780246913580247,13,4.940740740740741
68,105.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,33,34,-0.0149253729115616,0.05987488823961135,31.736842105263158,0.18988391376451078,12.770690407611069,31.736842105263158,229,1206,1.5854063018242124,11,4.312603648424544
69,106.0,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,7,3,0.39999996000000404,0.024330900184109733,35.916666666666664,0.26218097447795824,14.47153905645785,35.916666666666664,113,431,1.740139211136891,24,5.1183294663573085
70,107.0,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,26,3,0.7931034209274682,0.04524180960180685,22.193548387096776,0.14970930232558138,8.937303075768943,22.193548387096776,103,688,1.4534883720930232,19,4.3125
71,108.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,35,56,-0.2307692282333052,0.08325709050022223,37.09375,0.2401010951979781,14.933540438079191,37.09375,285,1187,1.7068239258635214,13,4.7910699241786014
72,109.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,34,25,0.15254237029589204,0.08027210873432367,25.741935483870968,0.11904761904761904,10.344393241167436,25.741935483870968,95,798,1.418546365914787,13,3.8959899749373434
73,110.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9,39,-0.6249999869791669,0.04411764701827422,25.21276595744681,0.22025316455696203,10.173207648801508,25.21276595744681,261,1185,1.629535864978903,25,4.712236286919831
74,111.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,22,33,-0.19999999636363644,0.05298651247303804,22.192307692307693,0.2244367417677643,8.966697773630184,22.192307692307693,259,1154,1.7634315424610052,15,4.818890814558059
75,112.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,32,51,-0.22891565989258242,0.0793499043218452,21.867924528301888,0.23813632441760138,8.842424341087797,21.867924528301888,276,1159,1.7031924072476272,20,4.7989646246764455
76,113.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,28,36,-0.12499999804687503,0.048632218808030224,26.163636363636364,0.20569840166782488,10.547733906121676,26.163636363636364,296,1439,1.577484364141765,33,4.531619179986102
77,114.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,47,47,0.0,0.05813234381067882,24.7,0.19491035280508964,9.957964141122035,24.7,337,1729,1.5980335454019665,30,4.484094852515905
78,115.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,29,46,-0.2266666636444445,0.039103232513501965,27.958333333333332,0.223050173869846,11.272553402881272,27.958333333333332,449,2013,1.6184798807749627,53,4.667163437655241
79,116.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,27,24,0.05882352825836219,0.0566666666037037,83.0909090909091,0.11487964989059081,33.282315496319875,83.0909090909091,105,914,1.4846827133479212,16,4.152078774617068
80,117.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,49,77,-0.2222222204585538,0.0638297872017073,30.65714285714286,0.23066169617893756,12.35512182132872,30.65714285714286,495,2146,1.706896551724138,18,4.787977632805219
81,118.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,45,54,-0.09090908999081727,0.07638888882994684,17.7625,0.1653764954257565,7.171150598170303,17.7625,235,1421,1.52990851513019,21,4.147079521463758
82,119.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,14,-0.27272726033057904,0.061971830811346953,23.875,0.23821989528795812,9.645287958115183,23.875,91,382,1.6570680628272252,12,4.93717277486911
83,120.0,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,50,91,-0.29078013978170114,0.06342780024137301,27.136363636363637,0.20770519262981574,10.937627531597382,27.136363636363637,496,2388,1.6197654941373534,75,4.793132328308208
84,121.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,56,63,-0.05882352891744934,0.07300613492453611,26.984375,0.16097278517660682,10.858139114070644,26.984375,278,1727,1.5552982049797337,24,4.225825130283729
85,122.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,46,67,-0.18584070631999375,0.06198573776084161,22.930232558139537,0.19929006085192696,9.251809047596586,22.930232558139537,393,1972,1.5709939148073022,55,4.463488843813387
86,123.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,49,82,-0.2519083950236,0.07039226218678546,26.866666666666667,0.2138957816377171,10.832224979321754,26.866666666666667,431,2015,1.640694789081886,38,4.595037220843673
87,124.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,53,74,-0.16535432940665884,0.06129343626385452,32.93939393939394,0.24379024839006438,13.2732736751136,32.93939393939394,530,2174,1.6651333946642135,59,4.84130634774609
88,125.0,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,60,17,0.5584415511890708,0.04076230807794478,32.296875,0.2298016448959845,13.010670657958395,32.296875,475,2067,1.694726656990808,26,4.700532172230285
89,126.0,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,18,24,-0.1428571394557824,0.04822043622477562,28.78787878787879,0.2073684210526316,11.598098883572568,28.78787878787879,197,950,1.6147368421052632,24,4.583157894736842
90,127.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,48,94,-0.3239436596905376,0.08477611935237246,27.661538461538463,0.23136818687430477,11.157162659365108,27.661538461538463,416,1798,1.7091212458286986,32,4.773637374860956
91,128.0,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,32,45,-0.1688311666385563,0.07410972081413886,24.955555555555556,0.22350845948352627,10.071625606015633,24.955555555555556,251,1123,1.624220837043633,20,4.427426536064114
92,129.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8,28,-0.5555555401234572,0.05099150134420467,25.5,0.23529411764705882,10.294117647058824,25.5,180,765,1.677124183006536,8,4.82875816993464
93,130.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,25,57,-0.3902438976799525,0.04570791524765445,37.74,0.20932697403285638,15.179730789613144,37.74,395,1887,1.696343402225755,33,4.7270800211976685
94,131.0,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,100,31,0.5267175532311638,0.07322526547052807,28.014285714285716,0.24018357980622132,11.301787717636776,28.014285714285716,471,1961,1.7078021417644058,16,4.773074961754207
95,132.0,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,34,20,0.25925925445816195,0.03716448724214419,26.779661016949152,0.2120253164556962,10.79667453336194,26.779661016949152,335,1580,1.6373417721518988,16,4.639240506329114
96,133.0,https://insights.blackcoffer.com/continued-demand-for-sustainability/,54,33,0.24137930757035278,0.08405797093327731,27.48780487804878,0.30434782608695654,11.116861081654296,27.48780487804878,343,1127,1.9316770186335404,13,5.261756876663709
97,134.0,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,11,14,-0.11999999520000018,0.0656167977280399,29.857142857142858,0.284688995215311,12.056732740943268,29.857142857142858,119,418,1.9066985645933014,4,5.043062200956938
98,135.0,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,11,7,0.2222222098765439,0.053571428411989794,25.785714285714285,0.1523545706371191,10.375227542540562,25.785714285714285,55,361,1.4930747922437673,6,4.06371191135734
99,136.0,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,1,13,-0.8571427959183717,0.03535353526425875,22.0,0.19318181818181818,8.877272727272727,22.0,85,440,1.5340909090909092,4,4.340909090909091
100,137.0,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,5,8,-0.23076921301775286,0.055084745529301926,37.42857142857143,0.18702290076335878,15.046237731733918,37.42857142857143,49,262,1.5419847328244274,0,4.309160305343512
101,138.0,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,6,11,-0.2941176297577865,0.06614785966479432,20.357142857142858,0.23859649122807017,8.238295739348372,20.357142857142858,68,285,1.6982456140350877,1,4.491228070175438
102,139.0,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,49,22,0.38028168478476504,0.11093749982666015,20.529411764705884,0.2722063037249284,8.320647227372325,20.529411764705884,190,698,1.7779369627507164,20,4.991404011461318
103,140.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,25,54,-0.3670886029482455,0.07274401466598156,27.975609756097562,0.2005231037489102,11.270453143938589,27.975609756097562,230,1147,1.6233653007846556,28,4.626852659110724
104,141.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,13,49,-0.5806451519250783,0.06090373274960341,33.303030303030305,0.17834394904458598,13.392549700829958,33.303030303030305,196,1099,1.5759781619654232,19,4.449499545040946
105,142.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,48,70,-0.18644067638609596,0.062072593339256917,26.866666666666667,0.23126550868486354,10.839172870140613,26.866666666666667,466,2015,1.6724565756823822,78,4.714143920595533
106,143.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,26,-0.677419332986473,0.04959999992064,19.285714285714285,0.20444444444444446,7.796063492063492,19.285714285714285,138,675,1.6474074074074074,16,4.72
108,145.0,https://insights.blackcoffer.com/blockchain-in-fintech/,20,16,0.11111110802469146,0.03719008260620859,27.72972972972973,0.21832358674463936,11.179221326589747,27.72972972972973,224,1026,1.702729044834308,7,4.826510721247564
109,146.0,https://insights.blackcoffer.com/blockchain-for-payments/,28,27,0.018181817851239675,0.058760683697905255,20.6734693877551,0.23790720631786771,8.364550637629188,20.6734693877551,241,1013,1.7147087857847976,15,4.950641658440277
110,147.0,https://insights.blackcoffer.com/the-future-of-investing/,46,16,0.4838709599375652,0.03714799278780827,28.451612903225808,0.23582766439909297,11.474976227049961,28.451612903225808,416,1764,1.6417233560090703,42,4.667233560090703
111,148.0,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,32,46,-0.17948717718606183,0.06521739124981824,19.636363636363637,0.2654320987654321,7.960718294051628,19.636363636363637,344,1296,1.7114197530864197,20,4.658179012345679
112,149.0,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,36,4,0.7999999800000005,0.05420054193197758,27.275862068965516,0.2945638432364096,11.028170364880772,27.275862068965516,233,791,1.8950695322376738,8,5.260429835651075
113,150.0,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,47,41,0.06818181740702481,0.08404966563128016,17.424242424242426,0.22869565217391305,7.061175230566535,17.424242424242426,263,1150,1.7339130434782608,8,4.67304347826087
